run_name,shortcut_tag,schema,seed,reward_short,condition,sample_path,sample_line,source,step,query_constant,answer_text,gold_answer,shortcut_answer,answer_is_gold,answer_is_shortcut,syntactic,format_ok,correct,valid,citation_free_valid,line_valid_fraction,citation_free_line_valid_fraction,strict_validity_error,citation_free_validity_error,predicate_count,premise_line_count,proof_line_count,expected_proof_lines,proof_line_ratio,proof_shorter_than_expected,proof_longer_than_expected,conclusion_formula,conclusion_predicate,conclusion_constant,conclusion_text,conclusion_is_answer,conclusion_is_gold,conclusion_is_shortcut,conclusion_const_is_query,answer_atom_derived_query,gold_atom_derived_query,shortcut_atom_derived_query,answer_derived_by_conclusion,correct_answer_derived,correct_gold_atom_derived_query,correct_cfvalid_gold_atom_derived,category
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,10,passk_greedy_sample,11,l,ivory,ivory,teal,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.46153846153846156,Line 47: Invalid number of citations provided. -- Aa,Line 59: formula is not derivable without citations: Hg,14,46,26,24,1.0833333333333333,0.0,1.0,Nl,N,l,south,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,correct_cfinvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,11,passk_greedy_sample,12,m,willow,hazel,willow,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6785714285714286,Line 51: Invalid number of citations provided. -- Ma,Line 69: formula is not derivable without citations: Ii,15,50,28,26,1.0769230769230769,0.0,1.0,Om,O,m,south,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,shortcut_wrong
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,12,passk_greedy_sample,13,n,,maple,juniper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,26,0,0,28,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malformed
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,13,passk_greedy_sample,14,o,"meadow
o ; Lo",meadow,juniper,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"premise parse failed: Could not parse formula: ""aR"".","premise parse failed: Could not parse formula: ""aR"".",26,56,52,30,1.7333333333333334,0.0,1.0,"oS
o ; oS",,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,correct_cfinvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,14,passk_greedy_sample,15,p,violet,amber,violet,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7333333333333333,Line 59: Invalid number of citations provided. -- Pa,Line 81: formula is not derivable without citations: Am,18,58,30,32,0.9375,1.0,0.0,Rp,R,p,south,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,shortcut_wrong
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,15,passk_greedy_sample,16,q,,ruby,lime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,26,0,0,34,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malformed
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,16,passk_greedy_sample,17,r,cobalt,cobalt,hazel,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.058823529411764705,Line 34: Invalid number of citations provided. -- Qa,"Could not parse rule of inference: ""Ra"".",26,33,17,36,0.4722222222222222,1.0,0.0,Ra,R,a,cobalt,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,correct_cfinvalid_no_gold_atom
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,17,passk_greedy_sample,18,a,,cobalt,teal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,26,76,50,38,1.3157894736842106,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,malformed
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,18,passk_greedy_sample,19,b,,violet,cedar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,26,76,0,40,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malformed
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg,0p0,correct_plus_0p1_format,3407,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3407_mrg_samples.jsonl,19,passk_greedy_sample,20,c,,olive,slate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,23,0,0,42,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,malformed
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,0,passk_greedy_sample,1,b,willow,willow,ivory,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 7: Invalid number of citations provided. -- Aa,,5,6,4,4,1.0,0.0,0.0,Db,D,b,north,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,1,passk_greedy_sample,2,c,willow,willow,ivory,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 11: Invalid number of citations provided. -- Ba,,5,10,6,6,1.0,0.0,0.0,Ec,E,c,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,2,passk_greedy_sample,3,d,teal,teal,ivory,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 15: Invalid number of citations provided. -- Ba,,6,14,8,8,1.0,0.0,0.0,Fd,F,d,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,3,passk_greedy_sample,4,e,violet,violet,willow,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 19: Invalid number of citations provided. -- Da,,7,18,10,10,1.0,0.0,0.0,Ge,G,e,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,4,passk_greedy_sample,5,f,teal,teal,willow,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 23: Invalid number of citations provided. -- Ea,,8,22,12,12,1.0,0.0,0.0,Hf,H,f,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,5,passk_greedy_sample,6,g,hazel,hazel,cedar,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 27: Invalid number of citations provided. -- Ea,,9,26,14,14,1.0,0.0,0.0,Ig,I,g,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,6,passk_greedy_sample,7,h,laurel,laurel,olive,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 31: Invalid number of citations provided. -- Ha,,10,30,16,16,1.0,0.0,0.0,Jh,J,h,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,7,passk_greedy_sample,8,i,amber,amber,olive,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 35: Invalid number of citations provided. -- Aa,,11,34,18,18,1.0,0.0,0.0,Ki,K,i,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,8,passk_greedy_sample,9,j,laurel,laurel,amber,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 39: Invalid number of citations provided. -- Aa,,12,38,20,20,1.0,0.0,0.0,Lj,L,j,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,9,passk_greedy_sample,10,k,maple,maple,teal,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 43: Invalid number of citations provided. -- Aa,,13,42,22,22,1.0,0.0,0.0,Mk,M,k,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,10,passk_greedy_sample,11,l,teal,ivory,teal,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,Line 45: Invalid number of citations provided. -- Aa,Line 57: formula is not derivable without citations: Jg,14,44,24,24,1.0,0.0,0.0,Nl,N,l,south,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,shortcut_wrong
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,11,passk_greedy_sample,12,m,hazel,hazel,willow,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 53: Invalid number of citations provided. -- Ma,,15,52,26,26,1.0,0.0,0.0,Om,O,m,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,12,passk_greedy_sample,13,n,juniper,maple,juniper,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9166666666666666,Line 43: Invalid number of citations provided. -- Na,Line 65: formula is not derivable without citations: Ln,16,42,24,28,0.8571428571428571,1.0,0.0,Pn,P,n,south,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,shortcut_wrong
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,13,passk_greedy_sample,14,o,meadow,meadow,juniper,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Line 59: Invalid number of citations provided. -- Ma,,23,58,30,30,1.0,0.0,0.0,So,S,o,hazel,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,correct_cfvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,14,passk_greedy_sample,15,p,amber,amber,violet,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"proof init failed: Could not parse formula: ""RpR"".","conclusion parse failed: Could not parse formula: ""RpR"".",18,42,26,32,0.8125,1.0,0.0,"Rp
R",,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,correct_cfinvalid_no_gold_atom
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,15,passk_greedy_sample,16,q,ruby,ruby,lime,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09090909090909091,Line 61: Invalid number of citations provided. -- Qa,"Could not parse rule of inference: ""Db"".",23,60,22,34,0.6470588235294118,1.0,0.0,Gp,G,p,juniper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,correct_cfinvalid_no_gold_atom
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,16,passk_greedy_sample,17,r,cobalt,cobalt,hazel,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7368421052631579,Line 65: Invalid number of citations provided. -- Ra,"Could not parse rule of inference: ""S"".",20,64,38,36,1.0555555555555556,0.0,1.0,Tr,T,r,south,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,correct_cfinvalid_gold_atom_derived
rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg,0p0,correct_plus_0p1_format,3408,correct_only,train0p0_correct_only,/home/atuin/c107fa/c107fa12/synthetic-RLVL/passk_eval/hard_fsa_schema_easy500/rl_hfsa_easy500_train0p0_correct_plus_0p1_format_seed3408_mrg_samples.jsonl,17,passk_greedy_sample,18,a,lime,cobalt,teal,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6923076923076923,Line 45: Invalid number of citations provided. -- Pa,Line 63: formula is not derivable without citations: Ro,23,44,26,38,0.6842105263157895,1.0,0.0,Sl,S,l,granite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wrong_cfinvalid
